Unnamed: 0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,stiffness_value
7403,-20.1536689,-0.768094008,1.029162515,-0.672412028,0.263441287,0.694570411,-0.018572948,0.159383126,0.00071864,0.113530093,-0.512387213,-0.24544114,-0.280642852,0.103922841,0.046873489,91.36467306
7253,-20.18224871,-0.500805417,1.217321494,0.601310434,-0.02058066,-0.493751355,-0.06652132,0.115790883,-0.088094015,0.128455074,-0.16260891,0.114635857,-0.448732791,-0.017112288,-0.080928874,91.18743424
8402,-19.90418524,-0.376323416,1.069842558,-1.904887926,0.244341969,0.42331846,0.052272323,0.453464879,-0.136962095,0.280256144,-0.460037522,0.054534265,0.532912387,-0.0047677,-0.150219179,91.12090238
7951,-17.91856474,0.925772951,0.948346358,-0.463151576,-0.510374291,0.121622444,0.073934186,0.037621051,-0.102075465,-0.402644592,-0.122743196,0.060284129,-0.139858758,0.041886057,-0.002251749,91.07995329
4951,-21.15089867,-0.760473642,0.851628398,0.567439775,0.096430375,-0.317414601,0.011713789,-0.247127775,-0.056892251,0.0025418,-0.1435448,-0.139488678,-0.409553129,0.048632417,-0.130004664,91.06797396
7901,-20.61596603,-0.515930639,0.854390888,-1.250435058,0.27474153,0.443083168,0.030020818,0.13371317,-0.014243192,0.128615663,-0.446980859,0.016783087,0.198359576,-0.035552216,-0.003531717,91.06087039
8003,-19.03041873,1.249963352,1.091643027,-1.828216184,-0.662602592,-0.581820169,0.037757794,0.032280802,0.271505243,-0.112030732,-0.249622358,-0.061079059,0.247059526,-0.2645272,-0.110216922,91.05742697
7452,-19.19689976,0.719782118,1.207561787,0.109838723,-0.440312995,0.291531082,-0.153850027,-0.082883312,0.09734122,-0.004067914,-0.110129717,-0.191986624,-0.3422791,0.124526438,-0.078513957,90.96583195
5101,-21.03314767,-0.298630467,1.14990955,1.335565296,0.019646878,-0.194161657,0.040928303,0.309319139,0.045432759,-0.057642921,-0.007659011,0.25333909,-0.159124346,0.015965098,-0.079878887,90.96173656
5600,-20.68297649,0.403806141,0.842745812,-0.028624918,-0.20821367,0.030445822,-0.10759562,-0.569702626,0.003986854,0.275664411,0.004311041,-0.339303111,-0.233336263,0.113464544,0.034269035,90.84978578
7451,-19.78915793,0.588496507,1.020024651,-0.2989227,-0.305297226,-0.051730231,-0.00836143,-0.044994347,0.035016392,-0.006448272,-0.077606874,-0.170607663,-0.282711365,0.064340825,-0.033685488,90.69264804
6052,-21.06480361,-0.575474344,0.783466031,-1.378946219,0.236051857,0.25468645,-0.02961916,-0.091055114,0.198447178,0.209307779,-0.1761275,0.015514127,0.226601948,-0.129132975,0.131396081,90.6809834
8450,-18.96526311,0.937295344,0.824099869,-1.263131745,-0.487607532,-0.189316655,-0.407416969,0.111867448,-0.400328844,-0.503955197,-0.106159653,0.056672074,-0.041139557,0.031995153,0.083132816,90.53361274
4859,-19.70296066,-1.242277611,0.742055178,-0.006477677,0.202040895,0.005856134,-0.00597212,-0.272822724,0.057310998,-0.190949604,-0.398930894,0.003398873,-0.398704273,-0.095992106,0.139631045,90.52583119
7503,-19.0065021,0.882121473,1.20248147,-0.057827641,-0.524328581,0.155083973,0.464221104,0.057244565,-0.518315736,-0.212514879,-0.158898675,-0.067429909,-0.321314724,0.039443433,-0.142749134,90.39691837
5402,-20.5367734,-0.746014161,0.704944634,-0.629759674,0.280403765,0.422544356,0.169388781,-0.060826212,0.146869211,-0.020207843,-0.388171121,-0.119278277,-0.18802586,-0.059519336,0.099592056,90.37806133
8500,-19.11053534,0.937511037,0.77868098,-1.446914316,-0.395240775,-0.368057652,-0.069522059,0.072488818,0.216256265,-0.249866512,-0.213082427,0.079873663,0.163998858,-0.092307241,-0.008324316,90.25589897
5004,-20.49429747,-0.609340525,0.837250342,0.57990326,0.120042632,-0.36547897,0.136167366,-0.157393646,0.18353129,0.054345958,-0.182117985,-0.015520753,-0.40112,0.026114697,-0.127296614,90.14998691
5403,-20.33715278,-0.758579731,0.855454555,-0.455481821,0.244983082,0.571609201,0.084157564,-0.080030829,0.112145903,0.044908748,-0.305026036,-0.097729986,-0.226411644,-0.001535078,0.199487895,90.02043075
6650,-21.39101824,-0.837054991,0.586654588,-1.321061222,0.547479368,0.529931959,-0.070914136,-0.007083051,-0.202737701,0.364644086,-0.038587761,0.153717753,0.305923621,0.096431421,0.021383218,89.95123106
2600,-22.12861729,-1.054787469,0.51459281,0.2580512,0.238679838,-0.467959768,-0.073432508,-0.254698252,-0.087541419,-0.205172255,-0.071105197,-0.132481121,-0.215934878,0.030461826,-0.081425892,89.93468269
2403,-20.70909813,-1.440678205,0.494637549,-0.097228723,0.221034602,-0.053662374,0.014426697,-0.423376208,0.056394203,-0.383089702,-0.250055893,0.028456819,-0.288367798,-0.122204275,0.155288825,89.92530862
4805,-19.45777173,-1.320089465,0.693390089,-0.045414702,0.246151898,-0.068127351,0.02692385,-0.318285227,0.0383482,-0.174992401,-0.413947078,0.028904878,-0.417461971,-0.118926173,0.20595747,89.83750074
5006,-20.27614404,-0.630584072,1.068614726,0.613783444,0.052624221,-0.425886076,-0.020629309,-0.029336054,0.06426585,0.134981089,-0.1292818,-0.076826132,-0.377068496,-0.043177264,-0.113969654,89.83478496
6050,-21.18010217,-0.664948246,0.662025737,-1.038140081,0.381071948,0.467859945,-0.072478215,-0.102260454,0.016738365,0.2361387,-0.220385508,0.021519357,0.111842349,0.049358069,0.042496955,89.66572708
8300,-16.36310424,1.111564465,0.876642099,0.900035609,-0.47804017,0.775944639,0.151037408,0.115483061,-0.074038682,-0.661148874,-0.161476158,0.477385461,-0.127042733,0.124158848,-0.020535172,89.65070707
6053,-20.97918699,-0.758677243,0.704441289,-1.072439315,0.40082333,0.524051409,-0.023512675,-0.040298308,-0.032836574,0.208772611,-0.178104499,-0.004339455,0.089525237,0.035566931,0.105448264,89.6001678
8150,-18.2968999,0.974266327,0.703062679,-0.227737313,-0.413325548,0.101673811,0.471383662,0.032218618,-0.839352998,-0.587149568,-0.181464422,0.032671138,-0.267671513,-0.017051799,-0.062916381,89.56913441
8001,-18.39491779,1.007291432,0.842281408,-0.650179761,-0.46547249,-0.278179121,0.511498511,-0.56701109,0.481701012,0.204636146,-0.17310012,-0.005173254,0.277739201,-0.091666266,0.081284857,89.38791145
7404,-19.123059,-0.57967892,0.972768838,-0.58019867,0.2404388,0.658815337,-0.112325198,0.141673817,0.005213532,0.042282497,-0.47778053,-0.046974375,-0.113320877,0.038241737,0.216968993,89.35072504
5301,-21.50402281,-0.561363415,1.065589977,1.41977142,0.21188618,-0.499493001,-0.062592359,0.388352231,-0.113833207,0.060922752,0.09218963,0.244429554,0.064210102,-0.073602219,0.045735464,89.3456706
8453,-17.80832946,1.42304268,1.2866011,-2.358050361,-0.852140522,-0.703581508,-0.513706068,-0.015518265,-0.538232159,-0.052491201,-0.121089364,-0.062555286,0.326592406,-0.092354592,-0.06375997,89.34150611
5005,-20.32840691,-0.925040535,0.880841168,0.548068709,0.170619416,-0.57039375,0.026324726,-0.065998783,0.00070433,-0.015415663,-0.162935665,0.024458188,-0.408102388,0.009296037,-0.107067852,89.27697632
6001,-20.98874546,-0.717011735,0.702047551,-1.15505635,0.429955224,0.549861542,-0.107879799,0.08701781,0.047094884,0.182328945,-0.122391751,-0.033086413,0.124556963,0.083052839,0.045955513,89.24844243
5154,-21.12022458,-0.522968875,1.131615981,1.323473384,0.163497297,-0.532122773,-0.113114056,0.221752251,0.101602074,0.219638693,0.038283378,0.264816485,-0.078231651,-0.01227407,-0.031853962,89.20211265
5152,-21.17754547,-0.682659178,1.013047423,1.179789882,0.20065168,-0.557026343,0.136707563,0.216770476,-0.031562668,0.088865149,-0.01571945,0.213314167,-0.010717533,-0.024434042,0.033282535,89.1386991
7950,-19.70180595,0.961348403,0.853804195,-1.25485863,-0.335542226,-0.195605504,0.064889499,0.120799983,-0.076536666,-0.191549806,-0.228630065,-0.023864762,0.053628783,0.003147593,-0.143896652,89.09910172
2457,-20.4017615,-1.420461269,0.555148049,-0.02289674,0.216747411,0.009700525,0.056124695,-0.365480242,0.068570998,-0.360942628,-0.283361125,0.045443363,-0.270461056,-0.109964443,0.168153718,89.09309363
6601,-20.43431818,-0.669400672,0.656658375,-1.362927179,0.534162373,0.533811362,-0.035273545,-0.09821859,-0.073991861,0.522934104,-0.174680477,0.134974049,0.407655418,0.02639332,0.001819814,89.05662627
7351,-20.66345157,-0.21479888,1.224132401,1.570548436,0.099639833,-0.451632455,-0.254090187,-0.031659462,0.257313157,0.568154095,0.007627761,0.443488,0.086695149,-0.051020106,0.04400177,89.0399994
7352,-20.08274024,-0.507591354,1.133169259,1.391229449,0.236243491,-0.670554323,0.045707533,0.404616501,-0.113511391,0.216802096,-0.008412075,0.466108711,-0.037475648,-0.001567952,0.06924342,88.84746302
5250,-21.43062869,-0.546327879,0.971091707,1.388270091,0.275988359,-0.578776448,0.44742177,0.365157232,-0.155945533,0.157737878,0.022668944,0.374912155,0.105191123,-0.043304489,0.098720928,88.84597682
7303,-19.87823245,-0.842783497,1.200688699,1.214471718,0.336524885,-1.110283525,-0.088191099,0.356893975,0.079180369,0.569176972,-0.008750477,0.363193845,-0.140910201,-0.042615951,0.105289222,88.81986563
8152,-18.66314457,1.297094237,0.941698862,0.630719551,-0.466197839,0.5607218,0.277002181,0.012881262,0.01283137,-0.289184485,-0.108924617,0.104860749,-0.243718441,0.176201548,-0.138143413,88.78710363
7206,-18.73659156,-1.274901318,0.800321067,-0.155097896,0.213876642,-0.005608052,-0.012385442,-0.289248259,0.063016239,-0.093538776,-0.517581297,-0.080857822,-0.499093509,-0.096178131,0.136367027,88.72687709
7903,-19.31797219,-0.671453335,0.933205443,-1.134322973,0.464669081,0.824749301,0.10805927,0.337228873,-0.034714548,0.271618957,-0.413413335,-0.053718123,0.130935156,0.200902508,-0.149375906,88.64593484
7405,-18.87164794,-0.478317321,1.127068097,-0.637281506,0.136164544,0.60132144,-0.184413766,-0.24850067,0.168938797,0.484452463,-0.46258827,-0.133206794,-0.061652298,0.094521004,0.163543962,88.57892272
7654,-18.54357204,1.129655378,1.298330479,1.18242283,-0.491001586,0.349273937,0.488210532,-0.709133151,0.096425756,0.717563859,-0.050562666,-0.069443186,0.026083151,0.152852445,0.002869713,88.55989318
5455,-20.38553562,-0.74983369,0.760300902,-0.62734758,0.339717406,0.520225288,0.046453963,-0.100064562,-0.124351876,0.151863138,-0.283695565,-0.145101039,-0.119400103,0.044471115,0.065758581,88.55914405
6150,-20.00509061,0.769102672,0.665541054,-0.947045988,-0.289476469,-0.165278598,0.015441103,-0.0301081,0.113945388,-0.205615391,-0.041635733,-0.102220048,0.030888691,-0.031900554,-0.083590568,88.53173407
3051,-21.87961082,-1.061811564,0.467004587,-0.579904857,0.273382506,0.333521721,-0.014211118,-0.223653641,0.051290605,-0.078973193,0.048425866,-0.025097287,-0.156825935,-0.054541063,0.142443325,88.27810967
5456,-20.3737749,-0.880257171,0.81064938,-0.597777294,0.354217341,0.633607395,-0.049247267,0.087640583,0.047626913,-0.021438975,-0.279939201,-0.108050262,-0.134254519,-0.014471024,0.15797269,88.22680525
2550,-21.84642131,-0.985382969,0.411028588,0.264325905,0.22717145,-0.321248418,-0.152538083,-0.150813489,-0.098176449,-0.403559791,-0.051662119,-0.096404964,-0.225754881,0.011627617,-0.074842483,88.1723975
7650,-20.1583902,0.88822733,0.986872267,1.264074898,-0.241102426,0.501710156,0.133406296,-0.002031313,-0.293066393,-0.057234978,0.115777646,-0.003323759,-0.035723618,-0.015900753,0.073915613,88.1119851
7655,-16.18496114,0.860959786,1.164865976,1.17214696,-0.417392451,0.513091484,0.302540956,0.393752404,0.40809935,-0.391900538,-0.012736084,0.415914277,-0.069704255,0.070275631,0.069475936,87.93022578
6202,-18.83460947,1.018951835,0.59724849,-0.901822595,-0.352011151,-0.192112937,-0.075857284,-0.10943042,-0.296427122,-0.227602022,-0.031168267,0.032994339,-0.050544583,-0.039432083,0.041509279,87.90110358
4862,-18.86683463,-1.356007432,0.700665651,-0.077434587,0.237501858,-0.152199952,0.041862063,-0.371716354,0.048965978,-0.118147854,-0.400835601,0.005897595,-0.391393337,-0.156758123,0.189951481,87.84821765
6653,-20.62144092,-0.400476469,0.720258373,-1.587776952,0.31278733,0.31613168,-0.09997028,0.160019484,-0.170275163,0.173318334,-0.148988367,0.106284964,0.290537374,0.033370719,0.001693104,87.83004488
5303,-20.86737342,-0.595539329,0.905583011,1.394612899,0.356169204,-0.6482972,0.186176792,0.312294297,-0.151617896,0.214331216,0.003849818,0.265761126,0.055379623,-0.05944023,-0.005563759,87.81597478
4806,-18.6938592,-1.203039027,0.79147201,-0.00441348,0.178639197,-0.044348414,0.09563337,-0.28933961,0.065526286,-0.106976918,-0.388179101,-0.014057569,-0.378663317,-0.110477586,0.156068656,87.6124939
7453,-18.81799314,0.715530827,1.20107049,0.214930088,-0.426138753,0.327246605,0.248121003,0.347335745,0.209656329,-0.358371695,-0.121252835,-0.337333645,-0.562864684,0.156522843,-0.235948084,87.60908506
8006,-18.16968469,1.183710112,1.264512117,-1.394169498,-0.66801918,-0.30252172,-0.227134926,-0.351211758,0.64854753,0.3624779,-0.277250812,-0.209507592,0.144562136,0.04412918,-0.214549272,87.58104193
2551,-21.47588518,-0.951361019,0.60746628,0.451512342,0.167638912,-0.307043018,-0.034924504,-0.126156911,0.094176824,-0.290017981,-0.033355833,-0.090256468,-0.194604014,0.008765708,-0.067478732,87.52644338
7904,-19.40791078,-0.528407074,0.986796847,-1.298051054,0.340912822,0.637049544,0.081127253,0.242192454,0.161930099,0.321545061,-0.406729046,-0.087359997,0.173111046,0.124669746,-0.00383356,87.50687612
7304,-19.31186637,-0.429901421,1.218294699,1.166056395,0.124712223,-0.67343909,-0.225526228,0.225010289,-0.241653103,0.269946177,-0.08319845,0.426156994,-0.215051568,0.005863344,-0.021911235,87.43279619
7207,-18.15429639,-1.1469838,0.860543936,-0.276259342,0.16568885,-0.035244235,-0.057216297,-0.117991759,-0.015446058,-0.180985069,-0.530114241,-0.013025834,-0.432085615,-0.115329853,0.141400705,87.42282263
7505,-18.39353664,0.659323366,1.165963671,-0.149960814,-0.435420803,0.137198634,-0.314517499,-0.104600117,0.308497671,-0.010197163,-0.145295556,-0.158691647,-0.301111611,0.026812555,-0.158303105,87.3950101
5251,-21.32525104,-0.664539434,0.948216688,1.359717149,0.307247125,-0.514744486,-0.345152733,0.429327518,-0.104250032,-0.068787389,-0.009292587,0.392209426,-0.03067389,0.002275653,-0.005483078,87.33249189
8002,-19.51566901,0.972517629,0.828094668,-1.717740385,-0.382160427,-0.478729223,-0.068264059,0.212406834,0.07930604,-0.271121254,-0.146452964,-0.070720533,0.09590817,-0.044649231,-0.100344266,87.17368119
8004,-17.65202054,1.011567948,0.751283648,-0.991480568,-0.355679118,-0.070472217,0.074483005,0.292063768,0.049454229,-0.519138847,-0.186902097,0.097213153,-0.063143767,0.007975011,0.011328617,87.13547511
8403,-19.48889582,-0.829098826,0.83482894,-1.57769533,0.739588403,0.902614791,-0.094113639,0.523770535,-0.180321075,0.449421747,-0.347175267,0.069997419,0.405656313,0.243280624,-0.174457317,87.04598589
5305,-20.30103511,-0.648036523,1.08470744,1.437746683,0.293506499,-0.74429635,-0.011224298,0.377722967,0.079358792,0.291445347,0.062937184,0.323373118,0.107998494,0.005773363,0.064453047,86.9296897
8306,-14.51394565,1.358642052,0.812615428,0.152840618,-0.511084455,-0.040013109,-0.539898294,-1.186872276,0.79881934,0.611999026,-0.26240553,0.140815602,0.354354678,-0.088472811,-0.015262307,86.75972134
8805,-13.7846397,1.066137625,0.594242543,0.485890046,-0.323732816,0.457227196,0.429630637,-0.549177268,-0.966231301,-0.110313189,-0.19026933,0.35430772,0.005508739,0.104428093,0.051929904,86.73374079
5300,-21.35235626,-0.555004465,0.795726651,1.354660828,0.34209522,-0.475556116,0.007510432,0.08991213,-0.013581819,0.220717406,0.004190003,0.210679468,0.087994553,0.021212793,-0.00923483,86.69843466
2601,-21.69084343,-0.856676263,0.587709331,0.547885384,0.122107124,-0.168220953,-0.090386484,-0.220310232,-0.056917173,-0.266428189,-0.006577584,-0.109089241,-0.149007825,-0.00078731,-0.00823609,86.64050534
3052,-21.5692173,-0.921640374,0.438379335,-0.612981198,0.264531075,0.252115181,0.074718743,-0.30686095,0.233638994,-0.044301675,0.014374666,0.02161593,-0.05461651,-0.127300225,0.221490183,86.56605329
8502,-17.73811476,1.136806839,0.703916831,-1.442148408,-0.372252834,-0.421855132,-0.040142138,-0.314813376,0.30177294,0.172869532,-0.206986309,0.128493799,0.380412361,-0.055385033,-0.068167047,86.52882798
